Season,TeamA,TeamB,diff_elo,diff_win_pct,diff_ppg,diff_opp_ppg,diff_margin,diff_fg_pct,diff_fg3_pct,diff_ft_pct,diff_off_eff,diff_def_eff,diff_net_eff,diff_or_pct,diff_dr_pct,diff_ast_pg,diff_to_pg,diff_stl_pg,diff_blk_pg,diff_opp_fg_pct,diff_pace,diff_massey_top_mean,diff_massey_top_median,diff_massey_top_min,diff_massey_top_max,diff_massey_all_mean,diff_massey_all_median,diff_seed_num,label,gender
1985,1116,1234,22.440928115971246,-0.030303030303030276,-4.400000000000006,2.4303030303030297,-6.83030303030303,,,,,,,,,,,,,,,,,,,,,1.0,1,0
1985,1120,1345,-21.52339658496703,-0.05931034482758624,1.2248275862068851,1.3351724137931171,-0.11034482758620667,,,,,,,,,,,,,,,,,,,,,5.0,1,0
1985,1207,1250,368.6644349308517,0.5466155810983397,9.982120051085573,-10.132822477650066,20.114942528735632,,,,,,,,,,,,,,,,,,,,,-15.0,1,0
1985,1229,1425,9.517871035961889,0.062169312169312096,3.1997354497354564,1.022486772486772,2.177248677248677,,,,,,,,,,,,,,,,,,,,,1.0,1,0
1985,1242,1325,3.94362398308067,0.02592592592592602,8.477777777777774,7.400000000000006,1.0777777777777784,,,,,,,,,,,,,,,,,,,,,-11.0,1,0
1985,1246,1449,-85.32971576258296,-0.13824884792626735,0.47811059907834874,4.66935483870968,-4.191244239631336,,,,,,,,,,,,,,,,,,,,,7.0,1,0
1985,1256,1338,194.6280348044877,0.35164835164835173,7.269230769230774,-2.832417582417591,10.101648351648352,,,,,,,,,,,,,,,,,,,,,-7.0,1,0
1985,1233,1260,-54.40666745358885,0.028735632183907955,-11.38505747126436,-11.963218390804599,0.5781609195402302,,,,,,,,,,,,,,,,,,,,,9.0,0,0
1985,1292,1314,-162.46679827031835,-0.24193548387096775,-7.5111662531017345,0.018610421836228852,-7.529776674937966,,,,,,,,,,,,,,,,,,,,,13.0,0,0
1985,1323,1333,47.24658185524413,-0.009852216748768461,7.960591133004932,5.044334975369459,2.916256157635468,,,,,,,,,,,,,,,,,,,,,-3.0,1,0
1985,1235,1326,-67.41846856580742,-0.09236453201970451,-5.854679802955673,-4.934729064039416,-0.9199507389162562,,,,,,,,,,,,,,,,,,,,,9.0,0,0
1985,1299,1328,-170.3389358727643,-0.16666666666666674,-18.875,-9.075000000000003,-9.8,,,,,,,,,,,,,,,,,,,,,15.0,0,0
1985,1330,1374,31.388520087795087,-0.11264367816091947,-2.656321839080462,4.0448275862068925,-6.701149425287356,,,,,,,,,,,,,,,,,,,,,7.0,0,0
1985,1380,1385,-201.86294096200368,-0.2571428571428571,8.652380952380952,13.278571428571425,-4.626190476190476,,,,,,,,,,,,,,,,,,,,,15.0,0,0
1985,1396,1439,124.61517375326503,0.12388250319284799,-15.52745849297574,-11.530012771392087,-3.997445721583653,,,,,,,,,,,,,,,,,,,,,-1.0,1,0
1985,1361,1424,-117.64331930507547,-0.1333333333333333,-1.9000000000000057,-0.3999999999999915,-1.5,,,,,,,,,,,,,,,,,,,,,9.0,0,0
1985,1104,1112,26.203798394303703,0.033333333333333326,1.981481481481481,1.3666666666666671,0.6148148148148147,,,,,,,,,,,,,,,,,,,,,-3.0,1,0
1985,1130,1403,-135.68490897844026,-0.14323607427055696,5.781167108753323,6.684350132625994,-0.9031830238726792,,,,,,,,,,,,,,,,,,,,,5.0,1,0
1985,1181,1337,-6.426598827046973,0.017879948914431676,3.5747126436781542,-2.3627075351213165,5.937420178799489,,,,,,,,,,,,,,,,,,,,,-11.0,1,0
1985,1208,1455,45.815980585449324,0.11749680715197963,0.48914431673053116,-3.676883780332048,4.166028097062579,,,,,,,,,,,,,,,,,,,,,-5.0,1,0
1985,1210,1273,95.16011431340235,0.05990783410138245,-8.132488479262676,-9.4873271889401,1.35483870967742,,,,,,,,,,,,,,,,,,,,,-13.0,1,0
1985,1228,1318,35.22589594347642,0.027649769585253448,-8.881336405529964,-11.966589861751153,3.0852534562211984,,,,,,,,,,,,,,,,,,,,,-11.0,1,0
1985,1268,1275,25.79031816682982,0.023809523809523725,-0.9783549783549859,-2.3982683982683994,1.4199134199134198,,,,,,,,,,,,,,,,,,,,,-7.0,1,0
1985,1272,1335,227.1121510866517,0.39655172413793105,6.791777188328922,-2.57957559681698,9.37135278514589,,,,,,,,,,,,,,,,,,,,,-13.0,1,0
1985,1192,1276,-198.7419591531168,-0.2142857142857143,-11.857142857142861,-4.392857142857153,-7.4642857142857135,,,,,,,,,,,,,,,,,,,,,15.0,0,0
1985,1261,1298,-76.15763252704028,-0.1428571428571428,-4.142857142857139,1.7857142857142918,-5.928571428571428,,,,,,,,,,,,,,,,,,,,,-9.0,0,0
1985,1301,1305,-0.05612787356062654,0.011083743842364546,-4.035714285714292,-9.545566502463046,5.509852216748768,,,,,,,,,,,,,,,,,,,,,-11.0,1,0
1985,1177,1393,-41.797135749347035,-0.05747126436781613,-2.1264367816091863,-3.896551724137936,1.7701149425287364,,,,,,,,,,,,,,,,,,,,,3.0,0,0
1985,1277,1412,-12.637512898346813,-0.05476190476190468,6.359523809523807,4.407142857142858,1.9523809523809526,,,,,,,,,,,,,,,,,,,,,3.0,0,0
1985,1409,1431,36.123927780490476,0.06896551724137923,6.655172413793096,6.275862068965509,0.3793103448275854,,,,,,,,,,,,,,,,,,,,,-5.0,0,0
1985,1267,1433,-141.0208390945263,-0.22043010752688175,1.598924731182791,6.401075268817202,-4.802150537634409,,,,,,,,,,,,,,,,,,,,,13.0,0,0
1985,1173,1437,-18.278272953803935,0.023399014778325178,-1.9470443349753594,-2.1859605911329965,0.23891625615763612,,,,,,,,,,,,,,,,,,,,,1.0,0,0
